Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_type,owner_type,size,subscribers_count,watchers_count,languages,full_name,distros_present,exclusion_reasons
gscam,ros-drivers,ROS Camera driver for GStreamer-based video streams.,https://github.com/ros-drivers/gscam,144,160,190,52,,,True,False,False,False,False,False,,10,108,2010-04-08T17:47:15Z,6,266,0,docs,Organization,144,14,160,C++;CMake;Shell;Makefile,ros-drivers/gscam,humble|jazzy|kilted,inactive_6mo
hash_library_vendor,tier4,,https://github.com/tier4/hash_library_vendor,20,3,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,4,10,2021-08-31T16:50:26Z,8,364,1,config,Organization,20,44,3,CMake,tier4/hash_library_vendor,humble|jazzy|kilted,inactive_6mo
hatchbed_common,hatchbed,Utility C++ code for registering and handling updates to ROS parameters.,https://github.com/hatchbed/hatchbed_common,71,4,3,3,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,13,2022-08-01T01:41:42Z,5,429,0,docs,Organization,71,3,4,C++;CMake,hatchbed/hatchbed_common,humble|jazzy|kilted,inactive_6mo
heaphook,tier4,Replace all the dynamic heap allocation functions by LD_PRELOAD.,https://github.com/tier4/heaphook,54,25,5,3,ldpreload;malloc;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,4,40,2023-01-15T17:21:46Z,4,61,0,code,Organization,54,46,25,C++;Python;CMake,tier4/heaphook,humble|jazzy|kilted,inactive_6mo
heightmap_spawner,damanikjosh,A ROS 2 package that converts occupancy grids from nav2_map_server into 3D heightmap models for use in Gazebo simulations.,https://github.com/damanikjosh/heightmap_spawner,214,19,4,0,,MIT,True,False,False,False,False,True,good first issue,1,9,2025-01-08T08:11:36Z,15,792,0,docs,User,214,2,19,C++;Python;CMake,damanikjosh/heightmap_spawner,humble|jazzy,inactive_6mo
hey5_description,pal-robotics,,https://github.com/pal-robotics/hey5_description,830,3,2,0,,Apache-2.0,True,True,False,False,False,False,,6,92,2014-10-29T16:24:40Z,21,1270,0,docs,Organization,830,6,3,CMake,pal-robotics/hey5_description,humble,inactive_6mo
hls_lfcd_lds_driver,ROBOTIS-GIT,ROS package for HLDS HLS-LFCD LDS driver ,https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver,138,100,78,1,distance;laser;navigation;package;robotis;ros;sensor;slam,BSD-3-Clause,True,False,False,False,False,False,,9,115,2016-12-06T01:35:08Z,3,60,0,docs,Organization,138,20,100,C++;Python;CMake;Makefile,ROBOTIS-GIT/hls_lfcd_lds_driver,humble|jazzy|kilted,inactive_6mo
hokuyo_node2,marcosvcr,,https://github.com/marcosvcr/hokuyo_node2,635,0,0,0,,MIT,True,False,False,False,False,True,good first issue,1,17,2025-04-10T18:30:54Z,1,1,0,docs,User,635,1,0,C++;CMake,marcosvcr/hokuyo_node2,humble,inactive_6mo
homing_local_planner,zengxiaolei,"A simple, easy-to-use, and effective path tracking planner.",https://github.com/zengxiaolei/homing_local_planner,11159,41,14,1,movebase;planner;plugins;robotics;ros-navigation;ros-noetic;ros-packages;ros2-foxy;ros2-humble;trajectory-planning;trajectory-tracking;webots-simulations,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,4,2023-11-02T11:52:58Z,1,28,0,code,User,11159,2,41,C++;Python;CMake,zengxiaolei/homing_local_planner,humble,inactive_6mo
hri_privacy_msgs,ros4hri,,https://github.com/ros4hri/hri_privacy_msgs,12,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,13,2024-02-14T17:43:23Z,1,92,0,docs,Organization,12,0,0,CMake,ros4hri/hri_privacy_msgs,humble,inactive_6mo
human_description,ros4hri,"A parametric kinematic model of humans, in ROS URDF format",https://github.com/ros4hri/human_description,123,8,5,1,,Apache-2.0,True,True,False,False,False,True,good first issue,1,11,2022-01-13T12:26:03Z,1,3,0,docs,Organization,123,0,8,Python;CMake,ros4hri/human_description,humble,inactive_6mo
ignition_cmake2_vendor,ignition-release,Vendor package for providing ign-cmake2 in ROS 2,https://github.com/gazebo-release/gz_cmake2_vendor,23,2,5,0,,Apache-2.0,False,True,False,False,False,True,good first issue,6,18,2021-08-16T21:55:57Z,0,0,0,code,Organization,23,2,2,CMake,gazebo-release/gz_cmake2_vendor,humble,inactive_6mo
ignition_math6_vendor,ignition-release,Vendor package for providing ign-math6 in ROS 2 ,https://github.com/gazebo-release/gz_math6_vendor,16,1,6,2,,Apache-2.0,False,True,False,False,False,True,good first issue,5,17,2021-08-16T22:00:25Z,0,0,0,code,Organization,16,2,1,CMake,gazebo-release/gz_math6_vendor,humble,inactive_6mo
imu_calib,Nathan85001,ROS package for computing and applying IMU calibration parameters,https://github.com/Nathan85001/imu_calib,52,8,1,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,16,2015-11-07T00:46:00Z,6,373,0,docs,User,52,0,8,C++;CMake,Nathan85001/imu_calib,humble,inactive_6mo;is_fork
interactive_marker_twist_server,ros-visualization,Generic interactive marker server for Twist robots.,https://github.com/ros-visualization/interactive_marker_twist_server,209,5,25,5,,BSD-3-Clause,True,True,False,False,False,False,,15,209,2011-02-23T21:39:51Z,69,1010,0,docs,Organization,209,5,5,C++;Python;CMake,ros-visualization/interactive_marker_twist_server,humble|jazzy|kilted,inactive_6mo
irobot_create_msgs,iRobotEducation,"Action, message and service definitions used by the iRobot® Create® Platform",https://github.com/iRobotEducation/irobot_create_msgs,37,36,12,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,41,2021-10-01T15:28:06Z,1,201,0,code,Organization,37,11,36,CMake,iRobotEducation/irobot_create_msgs,humble|jazzy|kilted,inactive_6mo
jacro,JafarAbdi,,https://github.com/JafarAbdi/jacro,27,0,0,3,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,13,2024-11-07T23:58:30Z,16,647,0,config,User,27,1,0,Python;CMake;Jinja,JafarAbdi/jacro,humble|jazzy|kilted,inactive_6mo
joy_tester,joshnewans,Tool for testing joysticks in ROS,https://github.com/joshnewans/joy_tester,14,17,16,1,,Apache-2.0,True,True,False,False,False,True,good first issue,1,10,2022-11-04T10:13:32Z,11,275,0,docs,User,14,1,17,Python,joshnewans/joy_tester,humble|jazzy|kilted,inactive_6mo
kobuki_core,kobuki-base,C++ drivers and utilities for the kobuki base,https://github.com/kobuki-base/kobuki_core,44825,20,15,8,c-plus-plus;kobuki;robotics,Other,True,False,False,False,False,False,,14,1391,2012-02-02T05:29:49Z,1,0,0,code,Organization,44825,5,20,C++;CMake,kobuki-base/kobuki_core,humble|jazzy|kilted,inactive_6mo
kobuki_ros,kobuki-base,"ROS2 runtime libraries, nodes and launchers for the Kobuki",https://github.com/kobuki-base/kobuki_ros,7690,84,42,12,,,True,False,False,False,False,False,,22,1413,2012-02-02T05:29:49Z,1,0,0,code,Organization,7690,5,84,C++;Python;CMake;Shell,kobuki-base/kobuki_ros,humble,inactive_6mo
kobuki_ros_interfaces,kobuki-base,ROS 2 interfaces for kobuki,https://github.com/kobuki-base/kobuki_ros_interfaces,157,8,6,1,kobuki;robotics;ros2,,True,False,False,False,False,False,,6,71,2012-11-14T07:21:35Z,1,2,0,docs,Organization,157,1,8,CMake,kobuki-base/kobuki_ros_interfaces,humble|jazzy|kilted,inactive_6mo
kobuki_velocity_smoother,kobuki-base,Velocity smoother for ROS 2 robots,https://github.com/kobuki-base/kobuki_velocity_smoother,100,23,12,3,c-plus-plus;robotics;ros2,Other,True,False,False,False,False,False,,2,30,2020-01-17T01:42:44Z,17,1097,0,docs,Organization,100,4,23,C++;Python;CMake,kobuki-base/kobuki_velocity_smoother,humble|jazzy|kilted,inactive_6mo
laser_proc,ros-perception,Converts representations of sensor_msgs/LaserScan and sensor_msgs/MultiEchoLaserScan,https://github.com/ros-perception/laser_proc,43,8,18,0,,,True,False,False,False,False,False,,5,24,2013-03-03T23:54:05Z,1,4,0,docs,Organization,43,12,8,C++;CMake,ros-perception/laser_proc,humble|jazzy|kilted,inactive_6mo
launch_param_builder,PickNikRobotics,Python library for loading parameters in launch files,https://github.com/PickNikRobotics/launch_param_builder,40,12,10,8,,BSD-3-Clause,True,True,False,False,False,True,good first issue,4,13,2022-01-20T23:38:17Z,20,749,0,config,Organization,40,2,12,Python,PickNikRobotics/launch_param_builder,humble|jazzy|kilted,inactive_6mo
ld08_driver,ROBOTIS-GIT,ROS package for TurtleBot3 LD08 Lidar,https://github.com/ROBOTIS-GIT/ld08_driver,95,11,29,0,,Apache-2.0,True,True,False,False,False,False,,4,44,2022-02-04T08:08:07Z,16,1691,0,config,Organization,95,3,11,C++;CMake;Python,ROBOTIS-GIT/ld08_driver,humble|jazzy|kilted,inactive_6mo
lgsvl_msgs,lgsvl,2D & 3D ground truth ROS Messages for SVL Simulator,https://github.com/lgsvl/lgsvl_msgs,29,9,22,0,apollo;autonomous;autoware;baidu;lgsvl;ros;ros-indigo;ros-kinetic;ros-melodic;ros-messages;ros2;simulator;vehicle,BSD-3-Clause,True,False,False,False,False,True,good first issue,5,27,2018-12-18T23:13:55Z,1,20,0,docs,Organization,29,10,9,CMake,lgsvl/lgsvl_msgs,humble|jazzy|kilted,inactive_6mo
libcaer_vendor,ros-event-camera,wrapper package for libcaer,https://github.com/ros-event-camera/libcaer_vendor,10,0,1,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,2,2024-05-08T17:18:28Z,7,326,0,config,Organization,10,2,0,CMake,ros-event-camera/libcaer_vendor,humble|jazzy|kilted,inactive_6mo
libcreate,AutonomyLab,C++ library for interfacing with the iRobot Create 1 and 2.,https://github.com/AutonomyLab/libcreate,164,49,82,8,hacktoberfest,BSD-3-Clause,True,False,False,False,False,True,good first issue,13,131,2015-12-11T22:08:34Z,14,1919,0,docs,Organization,164,8,49,C++;CMake,AutonomyLab/libcreate,humble,inactive_6mo
libnabo,ethz-asl,A fast K Nearest Neighbor library for low-dimensional spaces,https://github.com/norlab-ulaval/libnabo,1902,481,151,37,,BSD-3-Clause,True,False,False,True,False,False,,25,386,2010-09-20T08:01:32Z,2,357,0,docs,Organization,1902,36,481,C++;Shell;CMake;C;Python,norlab-ulaval/libnabo,humble|jazzy|kilted,inactive_6mo
libpointmatcher,norlab-ulaval,An Iterative Closest Point (ICP) library for 2D and 3D mapping in Robotics,https://github.com/norlab-ulaval/libpointmatcher,21981,1783,565,99,libnabo;libpointmatcher;lidar;point-clouds;robotics;ros;ubuntu,BSD-3-Clause,True,False,False,True,False,False,,63,1985,,0,0,0,,,21981,77,1783,C++;Jupyter Notebook;Shell;CMake;Python,norlab-ulaval/libpointmatcher,humble|jazzy|kilted,inactive_6mo
lidar_situational_graphs,snt-arg,Repository to generate in real-time Situational Graphs (S-Graphs) for robot pose and map optimization using 3D LiDAR Data,https://github.com/snt-arg/lidar_situational_graphs,103801,305,34,0,,GPL-3.0,True,False,False,False,False,True,good first issue,19,1352,,0,0,0,,,103801,9,305,C++;Python;CMake;Dockerfile;Shell,snt-arg/lidar_situational_graphs,humble,inactive_6mo
LMS1xx,clearpathrobotics,Driver for SICK LMS1xx. Based on https://github.com/RCPRG-ros-pkg/RCPRG_laser_drivers,https://github.com/clearpathrobotics/LMS1xx,282,58,99,23,,,True,False,False,False,False,False,,16,111,,0,0,0,,,282,49,58,C++;Python;C;CMake,clearpathrobotics/LMS1xx,humble|jazzy,inactive_6mo
log_view,hatchbed,log_view provides a ncurses based terminal GUI for viewing and filtering published ROS log messages.,https://github.com/hatchbed/log_view,52,61,8,6,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,20,,0,0,0,,,52,4,61,C++;CMake,hatchbed/log_view,humble|jazzy|kilted,inactive_6mo
lsc_ros2_driver,AutonicsLiDAR,ROS2 Driver for LSC Series,https://github.com/AutonicsLiDAR/lsc_ros2_driver,1529,3,2,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,12,,0,0,0,,,1529,0,3,C++;Python;CMake,AutonicsLiDAR/lsc_ros2_driver,humble,inactive_6mo
marker_msgs,tuw-robotics,ROS message to discribe detected marker and the sensor,https://github.com/tuw-robotics/marker_msgs,25,2,8,0,,BSD-2-Clause,True,False,False,False,False,False,,2,36,,0,0,0,,,25,6,2,CMake,tuw-robotics/marker_msgs,humble|jazzy|kilted,inactive_6mo
marvelmind_ros2_upstream,MarvelmindRobotics,Marvelmind ROS2 package upstream repository,https://github.com/MarvelmindRobotics/marvelmind_ros2_upstream,45,0,2,0,,BSD-2-Clause,True,False,False,False,False,True,good first issue,2,10,,0,0,0,,,45,0,0,C;C++;Python;CMake;Shell;Batchfile,MarvelmindRobotics/marvelmind_ros2_upstream,humble,inactive_6mo
marvelmind_ros2_msgs_release,MarvelmindRobotics,Marvelmind ROS2 messages,https://github.com/MarvelmindRobotics/marvelmind_ros2_msgs_release,23,0,1,0,,,True,False,False,False,False,True,good first issue,1,1,,0,0,0,,,23,0,0,,MarvelmindRobotics/marvelmind_ros2_msgs_release,humble,inactive_6mo;no_programming_languages
menge_vendor,open-rmf,Modified menge lib for colcon build,https://github.com/open-rmf/menge_vendor,1339,3,5,1,,Apache-2.0,True,False,False,False,False,True,good first issue,5,17,,0,0,0,,,1339,15,3,C++;C;Objective-C;CMake,open-rmf/menge_vendor,humble|jazzy|kilted,inactive_6mo
message_tf_frame_transformer,ika-rwth-aachen,ROS Node to transform messages of arbitrary type to a different frame using tf2::doTransform,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,65,19,6,1,ros;ros2,MIT,True,False,False,False,False,True,good first issue,3,70,,0,0,0,,,65,2,19,C++;CMake,ika-rwth-aachen/message_tf_frame_transformer,humble|jazzy|kilted,inactive_6mo
mimick_vendor,ros2,,https://github.com/ros2/mimick_vendor,53,2,18,2,,Apache-2.0,True,True,False,False,False,True,good first issue,15,73,,0,0,0,,,53,16,2,CMake,ros2/mimick_vendor,humble|jazzy|kilted,inactive_6mo
mir_robot,DFKI-NI,ROS support for the MiR Robots. This is a community project to use the MiR Robots with ROS. It is not affiliated with Mobile Industrial Robots.,https://github.com/DFKI-NI/mir_robot,3261,263,173,11,,BSD-3-Clause,True,False,False,False,False,True,good first issue,8,310,,0,0,0,,,3261,16,263,Python;C++;MATLAB;CMake,DFKI-NI/mir_robot,humble|jazzy|kilted,inactive_6mo
mocap_optitrack,ros-drivers,ROS nodes for working with the NaturalPoint Optitrack motion capture setup,https://github.com/ros-drivers/mocap_optitrack,193,110,149,14,,,False,False,False,False,False,True,good first issue,11,82,,0,0,0,,,193,15,110,C++;Python;CMake,ros-drivers/mocap_optitrack,humble|jazzy,inactive_6mo
mod,OrebroUniversity,Maps of Dynamics repository,https://github.com/OrebroUniversity/mod,79,0,0,0,,LGPL-3.0,False,False,False,False,False,True,good first issue,1,53,,0,0,0,,,79,8,0,C++;CMake,OrebroUniversity/mod,humble,inactive_6mo
mola_test_datasets,MOLAorg,Small SLAM dataset extracts used for demos or unit tests from the main MOLA repository,https://github.com/MOLAorg/mola_test_datasets,177355,0,3,0,datasets;point-cloud;robotics;ros2;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,41,,0,0,0,,,177355,1,0,HTML;CMake;Shell,MOLAorg/mola_test_datasets,humble|jazzy|kilted,inactive_6mo
moveit_msgs,ros-planning,ROS messages used by MoveIt,https://github.com/moveit/moveit_msgs,294,57,143,18,,BSD-3-Clause,True,True,False,False,False,True,good first issue,31,279,,0,0,0,,,294,24,57,CMake,moveit/moveit_msgs,humble|jazzy|kilted,inactive_6mo
mrt_cmake_modules,KIT-MRT,Automated catkin project handling framework,https://github.com/KIT-MRT/mrt_cmake_modules,1775,43,27,7,,BSD-3-Clause,True,False,False,False,False,False,,18,1090,,0,0,0,,,1775,4,43,CMake;Python,KIT-MRT/mrt_cmake_modules,humble|jazzy|kilted,inactive_6mo
multiple_topic_monitor,yukkysaito,,https://github.com/yukkysaito/multiple_topic_monitor,30,7,0,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,14,,0,0,0,,,30,1,7,Python,yukkysaito/multiple_topic_monitor,humble,inactive_6mo
myactuator_rmd,2b-t,"C++ and Python SDK for controlling actuators of the MyActuator RMD-X series over CAN, written in C++ with Python bindings",https://github.com/2b-t/myactuator_rmd,300,50,32,7,actuator;can;canbus;cpp;driver;linux;mit-cheetah;myactuator;pybind11;python;python-bindings;python3;rmd;rmd-x8;robotics;ros;ros2;sdk;socketcan;x8,MIT,True,False,False,False,False,True,good first issue,2,141,2023-05-20T20:55:31Z,2,31,0,docs,User,300,3,50,C++;CMake;Python,2b-t/myactuator_rmd,humble,inactive_6mo
nao_button_sim,ijnek,,https://github.com/ijnek/nao_button_sim,43,1,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,43,2022-02-04T06:09:47Z,6,312,0,config,User,43,1,1,Python,ijnek/nao_button_sim,humble|jazzy|kilted,inactive_6mo
nao_meshes2,ros-naoqi,NAO robot meshes,https://github.com/ros-naoqi/nao_meshes2,24,2,1,2,,Other,True,False,False,False,False,True,good first issue,3,18,2022-09-15T01:11:14Z,1,2,0,docs,Organization,24,7,2,Shell;CMake,ros-naoqi/nao_meshes2,humble,inactive_6mo
naoqi_bridge_msgs2,ros-naoqi,"Commonly used message and services inside ros-naoqi, for ROS2",https://github.com/ros-naoqi/naoqi_bridge_msgs2,22,2,2,1,,Apache-2.0,True,False,False,False,False,True,good first issue,2,16,2022-09-09T02:04:46Z,1,2,0,docs,Organization,22,7,2,CMake,ros-naoqi/naoqi_bridge_msgs2,humble,inactive_6mo
libqi,ros-naoqi,"naoqi_libqi ROS package, fork of the libqi repository",https://github.com/ros-naoqi/libqi,13107,2,4,0,,,True,False,False,False,False,True,good first issue,19,7366,2009-10-13T21:41:34Z,0,0,0,code,Organization,13107,0,2,C++;CMake;Lua;Python;Shell;C;EmberScript,ros-naoqi/libqi,humble|jazzy,inactive_6mo;is_fork
libqicore,ros-naoqi,"naoqi_libqicore ROS package, fork of the libqicore repository",https://github.com/ros-naoqi/libqicore,21285,2,3,0,,,True,False,False,False,False,True,good first issue,9,512,2012-09-25T14:52:57Z,1,1,0,code,Organization,21285,0,2,Python;C++;CMake,ros-naoqi/libqicore,humble,inactive_6mo;is_fork
ndt_omp,koide3,Multi-threaded and SSE friendly NDT algorithm,https://github.com/koide3/ndt_omp,1721,826,365,32,matching;multithreading;ndt;ndt-algorithm;pcl;point-cloud;registration;ros;scan-matching,BSD-2-Clause,True,False,False,False,False,True,good first issue,14,63,2017-10-31T08:35:56Z,11,3482,0,docs,User,1721,19,826,C++;Dockerfile;CMake,koide3/ndt_omp,humble,inactive_6mo
nerian_stereo_ros2,nerian-vision,"ROS 2 driver node for Scarlet, SceneScan and SP1 stereo vision sensors by Nerian Vision GmbH",https://github.com/nerian-vision/nerian_stereo_ros2,5681,2,2,0,,Other,True,False,False,False,False,True,good first issue,1,55,2021-03-31T10:41:19Z,5,1279,0,docs,User,5681,0,2,C++;CMake;Python,nerian-vision/nerian_stereo_ros2,humble,inactive_6mo;is_fork
network_interface,astuff,A platform-agnostic network interface for TCP and UDP communications. Intended for use with ROS nodes.,https://github.com/astuff/network_interface,124,11,12,3,ros;tcp-communication;udp-communication,MIT,True,False,False,False,False,True,good first issue,10,124,2017-01-06T19:04:18Z,6,328,0,docs,Organization,124,4,11,C++;CMake,astuff/network_interface,humble,inactive_6mo
nlohmann_json_schema_validator_vendor,open-rmf,A vendoring package for https://github.com/pboettch/json-schema-validator,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor,50,0,3,2,,,True,False,False,False,False,True,good first issue,5,25,2021-10-07T07:07:32Z,3,211,0,docs,Organization,50,9,0,CMake,open-rmf/nlohmann_json_schema_validator_vendor,humble|jazzy|kilted,inactive_6mo
nmea_hardware_interface,OUXT-Polaris,mea_to_geopose with ros2_control,https://github.com/OUXT-Polaris/nmea_hardware_interface,63,0,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,5,58,2021-09-15T09:17:38Z,1,2,0,docs,Organization,63,4,0,C++;Python;CMake,OUXT-Polaris/nmea_hardware_interface,humble|jazzy|kilted,inactive_6mo
nmea_msgs,ros-drivers,nmea_msgs is a ROS package containing messages related to the NMEA standard,https://github.com/ros-drivers/nmea_msgs,24,37,28,0,gnss;gps;messages;nmea;ros,,True,False,False,False,False,False,,7,24,2013-07-21T17:52:28Z,1,1,0,docs,Organization,24,9,37,CMake,ros-drivers/nmea_msgs,humble|jazzy|kilted,inactive_6mo
nmea_navsat_driver,ros-drivers,ROS package containing drivers for NMEA devices that can output satellite navigation data (e.g. GPS or GLONASS).,https://github.com/ros-drivers/nmea_navsat_driver,148,273,298,13,gps;hardware-drivers;python;robotics;ros,BSD-3-Clause,True,False,False,False,False,False,,16,70,2013-07-21T18:36:49Z,5,240,0,docs,Organization,148,13,273,Python;CMake,ros-drivers/nmea_navsat_driver,humble|jazzy|kilted,inactive_6mo
nodl_to_policy,osrf,,https://github.com/osrf/nodl_to_policy,96,0,1,2,,Apache-2.0,True,True,False,False,False,True,good first issue,3,44,2021-06-02T22:58:18Z,2,208,0,docs,Organization,96,2,0,Python,osrf/nodl_to_policy,humble|jazzy|kilted,inactive_6mo
nonpersistent_voxel_layer-release,SteveMacenski,Bloom Release Repository for the  nonpersistent_voxel_layer ,https://github.com/SteveMacenski/nonpersistent_voxel_layer-release,226,0,3,0,,,True,False,False,False,False,True,good first issue,1,76,2018-08-14T18:26:25Z,1,2,0,docs,User,226,1,0,,SteveMacenski/nonpersistent_voxel_layer-release,humble|jazzy,inactive_6mo;no_programming_languages
ntrip_client,LORD-MicroStrain,ROS NTRIP client,https://github.com/LORD-MicroStrain/ntrip_client,88,103,80,22,nmea-sentences;ntrip;ntripclient;ros;ros-melodic;ros-noetic;ros2-foxy;ros2-galactic;rtcm,Other,True,False,False,False,False,True,good first issue,4,36,2021-11-30T22:37:55Z,18,797,0,config,Organization,88,7,103,Python;Makefile;CMake,LORD-MicroStrain/ntrip_client,humble|jazzy|kilted,inactive_6mo
numpy_ndarray_msgs,Geson-anko,A ROS2 package for transmitting NumPy ndarrays between ROS2 nodes.,https://github.com/Geson-anko/numpy_ndarray_msgs,110,2,0,0,messaging;numpy;python;ros2,MIT,True,True,False,True,False,True,good first issue,1,73,2025-02-21T00:36:44Z,6,113,0,docs,User,110,2,2,Python;CMake;Shell;Dockerfile;Makefile,Geson-anko/numpy_ndarray_msgs,humble|jazzy,inactive_6mo
object_recognition_msgs,wg-perception,The description of the ROS messages/actionlib server for object recognition,https://github.com/wg-perception/object_recognition_msgs,75,2,26,1,,,False,False,False,False,False,False,,3,103,2012-03-17T21:19:34Z,6,137,0,docs,Organization,75,11,2,,wg-perception/object_recognition_msgs,humble|jazzy|kilted,inactive_6mo;no_programming_languages
octomap_msgs,octomap,ROS package to provide messages and serializations / conversion for the OctoMap library,https://github.com/OctoMap/octomap_msgs,40,39,53,2,,,True,False,False,False,False,False,,7,60,2012-04-19T08:19:46Z,8,80,0,docs,Organization,40,5,39,C++;CMake,OctoMap/octomap_msgs,humble|jazzy|kilted,inactive_6mo
octomap_ros,OctoMap,ROS package to provide conversion functions between ROS / PCL and OctoMap's native types.,https://github.com/OctoMap/octomap_ros,58,104,52,1,,,True,False,False,False,False,False,,5,54,2012-02-20T17:44:04Z,14,856,0,docs,Organization,58,7,104,C++;CMake,OctoMap/octomap_ros,humble|jazzy|kilted,inactive_6mo
odom_to_tf_ros2,gstavrinos,A simple ros2 node that reads an odom topic and generates the equivalent tf connection,https://github.com/gstavrinos/odom_to_tf_ros2,37,10,9,1,,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,34,2021-07-16T09:11:19Z,3,63,0,docs,User,37,1,10,C++;CMake;Python,gstavrinos/odom_to_tf_ros2,humble|jazzy|kilted,inactive_6mo
ompl-release,ros2-gbp,,https://github.com/ros2-gbp/ompl-release,35015,0,6,0,,,True,False,False,False,False,True,good first issue,11,220,2013-04-18T08:48:19Z,0,0,0,code,Organization,35015,3,0,,ros2-gbp/ompl-release,humble,inactive_6mo;no_programming_languages
perception_open3d,ros-perception,"Open3D analog to perception_pcl, containing conversion functions from Open3D to/from ROS types",https://github.com/ros-perception/perception_open3d,2261,170,35,8,,Apache-2.0,True,False,False,False,False,True,good first issue,5,13,2020-07-27T18:31:06Z,1,201,0,code,Organization,2261,10,170,C++;C;CMake,ros-perception/perception_open3d,humble|jazzy|kilted,inactive_6mo
openeb_vendor,ros-event-camera,wrapper package around prophesee openeb library,https://github.com/ros-event-camera/openeb_vendor,29,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,13,2024-05-08T10:27:04Z,5,309,0,config,Organization,29,2,0,CMake,ros-event-camera/openeb_vendor,humble|jazzy|kilted,inactive_6mo
openni2_camera,ros-drivers,ROS wrapper for openni 2.0,https://github.com/ros-drivers/openni2_camera,278,66,101,12,drivers;rgbd;ros;ros2,BSD-3-Clause,True,False,False,False,False,False,,27,244,2013-04-24T00:55:00Z,18,1757,0,docs,Organization,278,14,66,C++;Python;Makefile;CMake;C,ros-drivers/openni2_camera,humble|jazzy|kilted,inactive_6mo
ortools_vendor-release,ros2-gbp,,https://github.com/ros2-gbp/ortools_vendor-release,353,0,4,0,,,True,False,False,False,False,True,good first issue,3,121,2024-04-09T14:39:15Z,0,0,0,code,Organization,353,4,0,,ros2-gbp/ortools_vendor-release,humble|jazzy|kilted,inactive_6mo;no_programming_languages
osrf_pycommon,osrf,"Commonly needed Python modules, used by Python software developed at OSRF",https://github.com/osrf/osrf_pycommon,218,8,21,7,,Apache-2.0,True,False,False,False,False,False,,21,196,2014-05-08T23:11:16Z,3,259,0,docs,Organization,218,17,8,Python,osrf/osrf_pycommon,humble|jazzy|kilted,inactive_6mo
picknik_ament_copyright-release,ros2-gbp,,https://github.com/ros2-gbp/picknik_ament_copyright-release,146,0,5,0,,,True,False,False,False,False,True,good first issue,6,0,,0,0,0,,,146,7,0,,ros2-gbp/picknik_ament_copyright-release,humble|jazzy|kilted,no_programming_languages
pybind11_json_vendor,open-rmf,pybind11_json vendor package,https://github.com/open-rmf/pybind11_json_vendor,47,0,2,0,,Apache-2.0,True,False,False,False,False,True,good first issue,7,0,,0,0,0,,,47,6,0,CMake,open-rmf/pybind11_json_vendor,humble|jazzy|kilted,archived
radar_msgs-release,ros2-gbp,Relase repo for https://github.com/ros-perception/radar_msgs,https://github.com/ros2-gbp/radar_msgs-release,185,2,5,0,,,True,False,False,False,False,True,good first issue,6,0,,0,0,0,,,185,8,2,,ros2-gbp/radar_msgs-release,humble|jazzy|kilted,no_programming_languages
ros2acceleration,ros-acceleration,  The acceleration command for ROS 2 command line tools.,https://github.com/ros-acceleration/ros2acceleration,31,0,3,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,12,2021-08-14T12:39:13Z,1,3,0,docs,Organization,31,2,0,Python,ros-acceleration/ros2acceleration,humble|jazzy|kilted,inactive_6mo
ros_environment,ros,,https://github.com/ros/ros_environment,56,2,20,0,,Apache-2.0,False,True,False,False,False,True,good first issue,10,40,2018-01-24T21:03:38Z,1,202,0,code,Organization,56,10,2,CMake;Shell,ros/ros_environment,humble|jazzy|kilted,inactive_6mo
ros_image_to_qimage,ros-sports,,https://github.com/ros-sports/ros_image_to_qimage,54,3,5,2,,Apache-2.0,True,True,False,False,False,True,good first issue,2,69,2021-12-06T05:04:21Z,6,312,0,config,Organization,54,1,3,C++;Python;CMake,ros-sports/ros_image_to_qimage,humble|jazzy|kilted,inactive_6mo
